dst_port,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,bwd_urg_flags,fwd_pkts_s,bwd_pkts_s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,down_up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_header_len,fwd_byts_b_avg,fwd_pkts_b_avg,fwd_blk_rate_avg,bwd_byts_b_avg,bwd_pkts_b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,init_bwd_win_byts,active_mean,active_std,active_min,idle_mean,idle_std,idle_max,idle_min
443,5286456.108093262,9,12,3911,2012,3309.0,54.0,434.55555555555554,1016.4768250198667,935.0,54.0,167.66666666666666,241.99357199911097,1120.4103238334328,3.97241546522068,264322.8054046631,1104367.5926039517,5077534.914016724,0.0,5250568.151473999,656321.0189342499,1685471.070735186,5114279.03175354,45.06111145019531,5249711.990356445,477246.54457785864,1463454.5107668026,5104614.973068237,0.0,0,0,0,1.7024637708088628,2.269951694411817,54,3309,282.04761904761904,702.6507956229532,493718.14058956906,1,0,0,0,0,0,0,1.3333333333333333,282.04761904761904,434.55555555555554,167.66666666666666,180,0.0,0.0,0.0,1352.0,5.0,25708.827912627963,9,3911,12,420,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,15081533.193588257,11,12,989,1175,139.0,54.0,89.9090909090909,28.01121381114274,224.0,54.0,97.91666666666667,47.86518974044591,143.48673786826927,1.5250438867699598,685524.2360721935,3084011.588164956,14818084.001541138,0.0,15054507.970809937,1505450.7970809937,4449392.537731911,14853307.008743286,143.0511474609375,15052155.017852783,1368377.7288957075,4261640.182758718,14844792.84286499,0.0,0,0,0,0.7293688154117199,0.7956750713582399,54,224,94.08695652173913,39.83216205800912,1586.601134215501,1,0,0,0,0,0,0,1.0909090909090908,94.08695652173913,89.9090909090909,97.91666666666667,220,0.0,0.0,0.0,279.0,4.0,8067.303772336201,11,989,12,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,0.0,1,0,55,0,55.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,55,55,55.0,0.0,0.0,1,0,0,0,0,0,0,0.0,55.0,55.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,48016.07131958008,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,2519.989592539996,41.652720537851174,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.826360268925587,20.826360268925587,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,104766.1304473877,1,1,99,203,99.0,99.0,99.0,0.0,203.0,203.0,203.0,0.0,2882.6109994743083,19.09013906936628,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.54506953468314,9.54506953468314,99,203,151.0,52.0,2704.0,0,0,0,0,0,0,0,1.0,151.0,99.0,203.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1,99,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,23415.088653564453,2,1,108,54,54.0,54.0,54.0,0.0,54.0,54.0,54.0,0.0,6918.615701048773,128.12251298238468,11707.544326782227,11624.574661254883,23332.11898803711,82.96966552734375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,85.41500865492313,42.707504327461564,54,54,54.0,0.0,0.0,1,0,0,0,0,0,0,0.5,54.0,54.0,54.0,40,0.0,0.0,0.0,0.0,0.0,0.0,2,108,1,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,261982.91778564453,1,1,99,282,99.0,99.0,99.0,0.0,282.0,282.0,282.0,0.0,1454.2932921746285,7.634085523226396,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.817042761613198,3.817042761613198,99,282,190.5,91.5,8372.25,0,0,0,0,0,0,0,1.0,190.5,99.0,282.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1,99,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,137277.84156799316,2,2,151,282,97.0,54.0,75.5,21.5,228.0,54.0,141.0,87.0,3154.1871219291925,29.13798726955374,45759.28052266439,10943.269350067227,60879.94575500488,35342.93174743652,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.56899363477687,14.56899363477687,54,228,108.25,71.33153229813587,5088.1875,1,0,0,0,0,0,0,1.0,108.25,75.5,141.0,40,0.0,0.0,0.0,0.0,0.0,0.0,2,151,2,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,99816.79916381836,7,8,874,1759,246.0,54.0,124.85714285714286,77.88898431454233,729.0,54.0,219.875,248.465509427365,26378.325312543293,150.27530561646387,7129.771368844168,14082.752454747419,42379.140853881836,0.0,62391.99638366699,10398.666063944498,22469.638585623354,60637.9508972168,73.90975952148438,57228.803634643555,8175.543376377651,13248.194964734317,37463.90342712402,0.0,0,0,0,70.12847595434981,80.14682966211407,54,729,175.53333333333333,194.94507488577963,38003.582222222234,1,0,0,0,0,0,0,1.1428571428571428,175.53333333333333,124.85714285714286,219.875,140,0.0,0.0,0.0,0.0,0.0,0.0,7,874,8,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5228,100455.99937438965,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,1204.5074535473475,19.909214108220617,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.954607054110308,9.954607054110308,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,18149692.058563232,3,2,163,120,55.0,54.0,54.333333333333336,0.4714045207910317,66.0,54.0,60.0,6.0,15.59255105193244,0.2754867677019866,4537423.014640808,7802918.24751093,18052424.907684326,81.06231689453125,18149692.058563232,9074846.029281616,9016283.988952637,18091130.018234253,58562.04032897949,0.0,0.0,0.0,0.0,0.0,0,0,0,0.16529206062119195,0.11019470708079464,54,66,56.6,4.715930449020639,22.24,1,0,0,0,0,0,0,0.6666666666666666,56.6,54.333333333333336,60.0,60,0.0,0.0,0.0,0.0,0.0,0.0,3,163,2,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55338,0.0,1,0,54,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,54,54,54.0,0.0,0.0,1,0,0,0,0,0,0,0.0,54.0,54.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,54,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,50045.96710205078,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,2417.7772357413724,39.963260094898715,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.981630047449357,19.981630047449357,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,4339684.963226318,13,19,10636,8009,6830.0,54.0,818.1538461538462,1803.1156303275066,1452.0,54.0,421.5263157894737,550.6709179117734,4296.394820820925,7.3738071475607185,139989.83752342963,587973.5723549175,3338067.054748535,0.0,4339684.963226318,361640.4136021932,923423.6949032904,3394123.077392578,88.93013000488281,4260472.059249878,236692.89218054878,756930.6907505624,3338067.054748535,0.0,0,0,0,2.9956091536965417,4.378197993864177,54,6830,582.65625,1240.485429412993,1538804.1005859375,1,0,0,0,0,0,0,1.4615384615384615,582.65625,818.1538461538462,421.5263157894737,260,7433.0,4.0,13770433.583038868,6395.0,7.0,7127976.104172203,13,10636,19,311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,18430.94825744629,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,6565.04474484186,108.51313627837786,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54.25656813918893,54.25656813918893,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,46231.03141784668,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,2617.2896491617116,43.26098593655721,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.630492968278606,21.630492968278606,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,42918.92051696777,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,2819.269416437519,46.59949448657056,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,23.29974724328528,23.29974724328528,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,26704.788208007812,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,4531.0226412399115,74.89293621884151,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,37.446468109420756,37.446468109420756,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,32439.9471282959,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,3729.969087849011,61.652381617339024,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,30.826190808669512,30.826190808669512,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,37228.10745239258,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,3250.2323722669807,53.72284912837985,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,26.861424564189925,26.861424564189925,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,44970.035552978516,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,2690.6805501065646,44.474058679447346,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.237029339723673,22.237029339723673,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,48750.16212463379,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,2482.043027685807,41.02550458984805,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.512752294924024,20.512752294924024,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,46595.81184387207,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,2596.7999099454046,42.922312561081064,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.461156280540532,21.461156280540532,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,385812.04414367676,2,2,159,142,105.0,54.0,79.5,25.5,88.0,54.0,71.0,17.0,780.1726373474938,10.36774268900324,128604.01471455891,122669.02129601315,302067.99507141113,39818.04847717285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.18387134450162,5.18387134450162,54,105,75.25,22.083647796503186,487.6875,1,0,0,0,0,0,0,1.0,75.25,79.5,71.0,40,0.0,0.0,0.0,0.0,0.0,0.0,2,159,2,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,14127487.897872925,3,6,2059,2549,1950.0,54.0,686.3333333333334,893.5473624206434,1452.0,54.0,424.8333333333333,539.5320245875638,326.1726382858055,0.6370559341519638,1765935.9872341156,4525226.287236657,13736072.063446045,0.0,14127487.897872925,7063743.948936462,6742118.954658508,13805862.90359497,321624.9942779541,14057608.127593994,2811521.625518799,5479066.801145254,13767354.011535645,0.0,0,0,0,0.21235197805065462,0.42470395610130923,54,1950,512.0,689.4936950803507,475401.55555555556,1,0,0,0,0,0,0,2.0,512.0,686.3333333333334,424.8333333333333,60,0.0,0.0,0.0,0.0,0.0,0.0,3,2059,6,857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,25880.813598632812,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,4675.278060284472,77.27732331048713,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,38.63866165524357,38.63866165524357,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,57022.0947265625,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,2121.984479529034,35.07412362857907,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.537061814289537,17.537061814289537,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,33227.20527648926,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,3641.5942596778245,60.19164065583181,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,30.095820327915906,30.095820327915906,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,37274.837493896484,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,3246.1576799580407,53.655498842281666,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,26.827749421140833,26.827749421140833,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,31788.110733032227,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,3806.4545897741677,62.916604789655665,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,31.458302394827832,31.458302394827832,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,30603.885650634766,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,3953.7463112135993,65.35117869774544,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,32.67558934887272,32.67558934887272,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,0.0,1,0,55,0,55.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,55,55,55.0,0.0,0.0,1,0,0,0,0,0,0,0.0,55.0,55.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,42206.0489654541,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,2866.8876373393587,47.386572518005934,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,23.693286259002967,23.693286259002967,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,35091.16172790527,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,3448.1617034576,56.99440832161323,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,28.497204160806614,28.497204160806614,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,48417.091369628906,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,2499.117492958301,41.30772715633556,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.65386357816778,20.65386357816778,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,55073.02284240723,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,2197.0829592238724,36.31542081361773,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.157710406808864,18.157710406808864,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,51929.95071411133,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,2330.0619071667966,38.51341995317019,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.256709976585096,19.256709976585096,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,310,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,37460.0887298584,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,3230.1044685875036,53.390156505578574,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,26.695078252789287,26.695078252789287,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,31318.90296936035,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,3863.4814290390605,63.859197174199345,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,31.929598587099672,31.929598587099672,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,1307981.014251709,5,5,2239,282,2011.0,54.0,447.8,781.6138176874817,66.0,54.0,56.4,4.8,1927.3980069521533,7.645370912146582,145331.22380574545,312993.0305410195,1021363.9736175537,77.00920104980469,1307981.014251709,326995.25356292725,423293.9093427203,1045542.9553985596,637.054443359375,1269281.8641662598,317320.46604156494,457285.1961359811,1104043.0068969727,164.98565673828125,0,0,0,3.822685456073291,3.822685456073291,54,2011,252.1,586.3191025371764,343770.08999999997,1,0,0,0,0,0,0,1.0,252.1,447.8,56.4,100,0.0,0.0,0.0,0.0,0.0,0.0,5,2239,5,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,35809.993743896484,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,3378.9450192412683,55.850330896549885,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,27.925165448274942,27.925165448274942,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,31669.85511779785,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,3820.667936431459,63.15153613936296,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,31.57576806968148,31.57576806968148,55,66,60.5,5.5,30.25,1,0,0,0,0,0,0,1.0,60.5,55.0,66.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1,55,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
